DNASource,BioSample,Identifer,Country,Year,Serovar,cgMLST,ST,ResistGene,Host,SampleSource
SRR1217485,SAMN02719460,PNUSAL000629,USA,2014,1/2a,130,8,"abc-f, fosX, lin",,Blood
SRR6745672,SAMN08556561,12B10440A-1,USA,2012,,130,8,"abc-f, fosX, lin",,Fish-nova lox Atlantic salmon
SRR7551194,SAMN02709251,FDA706406-26,USA,2011,,130,8,"abc-f, fosX, lin",,Environmental swab
SRR2533684,SAMN03736731,FLAG-28572,USA,2013,,130,8,"abc-f, fosX, lin",,Smoked salmon
SRR3547983,SAMN04961914,FDA937780-14,USA,2016,,131,321,"fosX, lin",,Environmental swabs
SRR2986297,SAMN04330107,FSIS1504890,USA,2015,,131,321,"fosX, lin",,RTE Product-Chicken
SRR3091777,SAMN04388581,FSIS1505349,USA,2015,,131,321,"fosX, lin",,"Product-RTE-Fully Cooked, Meat/Nonmeat Combination-Beef"
SRR3091786,SAMN04388582,FSIS1505350,USA,2015,,131,321,"fosX, lin",,"Product-RTE-Fully Cooked, Meat/Nonmeat Combination"
SRR3091787,SAMN04388583,FSIS1505351,USA,2015,,131,321,"fosX, lin",,"Product-RTE-Fully Cooked, Meat/Nonmeat Combination"
SRR3091774,SAMN04388584,FSIS1505352,USA,2015,,131,321,"fosX, lin",,Environmental: food-contact surface
SRR3091785,SAMN04388585,FSIS1505353,USA,2015,,131,321,"fosX, lin",,Environmental: food-contact surface
SRR3091775,SAMN04388586,FSIS1505354,USA,2015,,131,321,"fosX, lin",,Environmental: food-contact surface
SRR3091776,SAMN04388587,FSIS1505355,USA,2015,,131,321,"fosX, lin",,Environmental: food-contact surface
SRR3091779,SAMN04388588,FSIS1505356,USA,2015,,131,321,"fosX, lin",,Environmental: food-contact surface
SRR3091772,SAMN04388589,FSIS1505357,USA,2015,,131,321,"fosX, lin",,Environmental: food-contact surface
SRR3091771,SAMN04388590,FSIS1505358,USA,2015,,131,321,"fosX, lin",,Environmental: food-contact surface
SRR3091773,SAMN04388591,FSIS1505359,USA,2015,,131,321,"fosX, lin",,Environmental: non-food-contact surface
SRR3091784,SAMN04390260,FSIS1505360,USA,2015,,131,321,"fosX, lin",,Environmental: non-food-contact surface
SRR3091780,SAMN04390261,FSIS1505361,USA,2015,,131,321,"fosX, lin",,Environmental: non-food-contact surface
SRR3115340,SAMN04437769,FSIS1605523,USA,2012,,131,321,"fosX, lin",,Environmental: non-food-contact surface
SRR3489317,SAMN04964199,FSIS1606417,USA,2016,,131,321,"fosX, lin",,Environmental: non-food-contact surface
SRR1534977,SAMN02950466,PNUSAL000860,USA,2014,1/2a,132,321,"fosX, lin",,Blood
SRR1664804,SAMN03218383,CFSAN026700,USA,2014,,132,321,"fosX, lin",,Sliced salchichon
SRR1664797,SAMN03218389,CFSAN026706,USA,2014,,132,321,"fosX, lin",,RTE product:chistora
SRR7228881,SAMN09274462,FSIS1500974,USA,2015,,132,321,"fosX, lin",,Environmental: food-contact surface
SRR6659305,SAMN08447633,FSIS1500975,USA,2015,,132,321,"fosX, lin",,Environmental: food-contact surface
SRR6659377,SAMN08447634,FSIS1500976,USA,2015,,132,321,"fosX, lin",,Environmental: food-contact surface
SRR2125856,SAMN03921953,FSIS1500977,USA,2015,,132,321,"fosX, lin",,Environmental: food-contact surface
SRR2125855,SAMN03921955,FSIS1500979,USA,2015,,132,321,"fosX, lin",,Environmental: non-food-contact surface
SRR5045463,SAMN06048879,FSIS1608623,USA,2016,,132,321,"fosX, lin",,RTE Product
SRR2727848,SAMN04195164,PNUSAL001817,USA,,,132,321,"fosX, lin",,
SRR1566225,SAMN02991387,MOD1_LS1001,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553792,SAMN02991389,MOD1_LS1003,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553826,SAMN02990454,MOD1_LS1004,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553773,SAMN02990455,MOD1_LS1006,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553827,SAMN02991393,MOD1_LS1009,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553821,SAMN02990456,MOD1_LS1010,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553774,SAMN02991394,MOD1_LS1011,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553882,SAMN02991377,MOD1_LS985,USA,2014,4,133,382,"fosX, lin",,Yellow nectarine
SRR1553856,SAMN02991378,MOD1_LS989,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553797,SAMN02990451,MOD1_LS991,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553820,SAMN02990452,MOD1_LS992,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553740,SAMN02991380,MOD1_LS993,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553791,SAMN02991381,MOD1_LS994,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553756,SAMN02991383,MOD1_LS996,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553788,SAMN02991384,MOD1_LS997,USA,2014,4,133,382,"fosX, lin",,White peach
SRR1553804,SAMN02991385,MOD1_LS998,USA,2014,4,133,382,"fosX, lin",,White peach
SRR974868,SAMN02351391,PNUSAL000137,USA,2013,4b,133,382,"fosX, lin",,Blood
SRR2482355,SAMN03462161,CDPHFDLB-F14M01297.C1,USA,2014,,133,382,"fosX, lin",,Nectarines
SRR2578657,SAMN03801386,CDPHFDLB-F14M01297-C4,USA,2014,,133,382,"fosX, lin",,Raw nectarines
SRR1556294,SAMN03002784,CFSAN023464,USA,2014,,133,382,"fosX, lin",,Peaches
SRR1556293,SAMN03002785,CFSAN023465,USA,2014,,133,382,"fosX, lin",,Peaches
SRR1556297,SAMN03002790,CFSAN023470,USA,2014,,133,382,"fosX, lin",,Peaches
SRR1556295,SAMN03002791,CFSAN023471,USA,2014,,133,382,"fosX, lin",,Peaches
SRR1554259,SAMN02953500,FDA873864 S1,USA,2014,,133,382,"fosX, lin",,Nectarine
SRR1946945,SAMN03421081,FDA874874,USA,2014,,133,382,"fosX, lin",,Open fruit peach
SRR1448926,SAMN02850696,CFSAN018383,USA,2014,,134,7,"fosX, lin",,Honey mustard wrap
SRR1598804,SAMN03072623,CFSAN024343,USA,2014,,134,7,"fosX, lin",,Turkey wrap
SRR1664810,SAMN03218388,CFSAN026705,USA,2014,,134,7,"fosX, lin",,Non-food-contact surface
SRR1693273,SAMN03218551,FDA799058-12-1,USA,2014,,134,7,"fosX, lin",,Environmental swabs
SRR1693297,SAMN03218552,FDA799058-19-1,USA,2014,,134,7,"fosX, lin",,Environmental swabs
SRR1693284,SAMN03218550,FDA858766-58A,USA,2014,,134,7,"fosX, lin",,Environmental swabs
SRR4454637,SAMN05931220,FDA980726-101-A,USA,2016,,134,7,"fosX, lin",,Environmental swab
SRR4454643,SAMN05931219,FDA980726-107-A,USA,2016,,134,7,"fosX, lin",,Environmental swab
SRR4454642,SAMN05931218,FDA980726-109-A,USA,2016,,134,7,"fosX, lin",,Environmental swab
SRR4454647,SAMN05931216,FDA980726-117-A,USA,2016,,134,7,"fosX, lin",,Environmental swab
SRR4455045,SAMN05931215,FDA980726-118-A,USA,2016,,134,7,"fosX, lin",,Environmental swab
SRR4455085,SAMN05931214,FDA980726-126-A,USA,2016,,134,7,"fosX, lin",,Environmental swab
SRR4456860,SAMN05931213,FDA980726-127-A,USA,2016,,134,7,"fosX, lin",,Environmental swab
SRR4305546,SAMN05852381,FSIS1400222,USA,2014,,134,7,"fosX, lin",,Environmental: non-food-contact surface
SRR4305545,SAMN05852382,FSIS1400225,USA,2014,,134,7,"fosX, lin",,Environmental: non-food-contact surface
SRR5091624,SAMN06127047,FSIS1608818,USA,2016,,134,7,"fosX, lin",,Environmental: non-food-contact surface
SRR1562156,SAMN03013697,PNUSAL000956,USA,,4b,135,554,"fosX, lin",,Blood
SRR1597500,SAMN03093496,PNUSAL001039,USA,2014,4b,135,554,"fosX, lin",,Blood
SRR2564606,SAMN04147140,PNUSAL001776,USA,2015,4b,135,554,"fosX, lin",,Blood
SRR1609697,SAMN03015670,FDA835095 1-1,USA,2014,,135,554,"fosX, lin",,Mung bean sprout
SRR1575912,SAMN03015673,FDA835098 1-1,USA,2014,,135,554,"fosX, lin",,Mung bean sprout
SRR1633550,SAMN03104737,FDA844817 24-1,USA,2014,,135,554,"fosX, lin",,Environmental swab
SRR1633531,SAMN03104739,FDA844817 41-6,USA,2014,,135,554,"fosX, lin",,Environmental swab
SRR1633865,SAMN03104742,FDA844817 67-9,USA,2014,,135,554,"fosX, lin",,Environmental swab
SRR1633507,SAMN03104743,FDA844817 69,USA,2014,,135,554,"fosX, lin",,Environmental swab
SRR1633850,SAMN03104749,FDA844817 75-2,USA,2014,,135,554,"fosX, lin",,Environmental swab
SRR1633877,SAMN03104760,FDA844817 99-1,USA,2014,,135,554,"fosX, lin",,Environmental swab
SRR1638893,SAMN03144827,FDA844820 126-6,USA,2014,,135,554,"fosX, lin",,Environmental swabs
SRR1638903,SAMN03144831,FDA844821 12-1,USA,2014,,135,554,"fosX, lin",,Environmental swabs
SRR1269944,SAMN02741496,FSL R8-5748,USA,2010,,136,5,"fosX, lin",,Retail deli
SRR1269948,SAMN02741500,FSL R8-5797,USA,2010,,136,5,"fosX, lin",,Retail deli
SRR1269994,SAMN02741529,FSL R8-6271,USA,2010,,136,5,"fosX, lin",,Retail deli
SRR1270005,SAMN02741540,FSL R8-6446,USA,2010,,136,5,"fosX, lin",,Retail deli
SRR1270008,SAMN02741543,FSL R8-6488,USA,2010,,136,5,"fosX, lin",,Retail deli
SRR1270017,SAMN02741552,FSL R8-6641,USA,2010,,136,5,"fosX, lin",,Retail deli
SRR1270112,SAMN02741560,FSL R8-6739,USA,2010,,136,5,"fosX, lin",,Retail deli
SRR1269864,SAMN02741602,FSL R8-7489,USA,2010,,136,5,"fosX, lin",,Retail deli
SRR1269865,SAMN02741603,FSL R8-7493,USA,2010,,136,5,"fosX, lin",,Retail deli
ERR2522102,SAMEA4586852,,Netherlands,2013,,137,155,"fosX, lin",Homo sapiens,
ERR2522117,SAMEA4586867,,Netherlands,2013,,137,155,"fosX, lin",Homo sapiens,
ERR2522135,SAMEA4586885,,Netherlands,2014,,137,155,"fosX, lin",Homo sapiens,
ERR2522137,SAMEA4586887,,Netherlands,2014,,137,155,"fosX, lin",Homo sapiens,
ERR2522153,SAMEA4586903,,Netherlands,2014,,137,155,"fosX, lin",Homo sapiens,
ERR2522179,SAMEA4586929,,Netherlands,2014,,137,155,"fosX, lin",Homo sapiens,
ERR2522231,SAMEA4586981,,Netherlands,2015,,137,155,"fosX, lin",Homo sapiens,
ERR2522233,SAMEA4586983,,Netherlands,2015,,137,155,"fosX, lin",Homo sapiens,
ERR1431108,SAMEA3709836,2140818,,,,137,155,"fosX, lin",,
ERR1431109,SAMEA3709837,2141179,,,,137,155,"fosX, lin",,
ERR1431116,SAMEA3709844,2141874,,,,137,155,"fosX, lin",,
SRR5341891,SAMN06561809,11B00055A-1,USA,2011,,138,88,"fosX, lin",,Fresh Fish
SRR4190338,SAMN05725252,FDA0919075-001-011,USA,2016,,138,88,"fosX, lin",,Environmental swabs
SRR4190331,SAMN05725259,FDA0919075-001-082,USA,2016,,138,88,"fosX, lin",,Environmental swabs
SRR2076021,SAMN03703930,FDA797901-49,USA,2015,,138,88,"fosX, lin",,Environmental swab
SRR2076001,SAMN03703931,FDA797901-51,USA,2015,,138,88,"fosX, lin",,Environmental swab
SRR2076040,SAMN03703932,FDA797901-52,USA,2015,,138,88,"fosX, lin",,Environmental swab
SRR3930203,SAMN05291775,FDA861107-000-049,USA,2016,,138,88,"fosX, lin",,Environmental swab
SRR3930204,SAMN05291776,FDA861107-000-056,USA,2016,,138,88,"fosX, lin",,Environmental swab
SRR3823941,SAMN05291784,FDA861107-000-066,USA,2016,,138,88,"fosX, lin",,Environmental swab
SRR3823943,SAMN05291786,FDA861107-000-081,USA,2016,,138,88,"fosX, lin",,Environmental swab
SRR3823945,SAMN05291788,FDA861107-000-098,USA,2016,,138,88,"fosX, lin",,Environmental swab
SRR3930196,SAMN05291767,FDA861107-24,USA,2016,,138,88,"fosX, lin",,Environmental swab
SRR3930197,SAMN05291768,FDA861107-25,USA,2016,,138,88,"fosX, lin",,Environmental swab
SRR3930198,SAMN05291769,FDA861107-26,USA,2016,,138,88,"fosX, lin",,Environmental swab
SRR3383312,SAMN04855046,FSIS1606268,USA,2016,,139,8,"abc-f, fosX, lin",,RTE Product-Chorizo
SRR5514417,SAMN06899431,FSIS1701289,USA,2017,,139,8,"abc-f, fosX, lin",,RTE Product
SRR5800792,SAMN07312327,FSIS1702470,USA,2017,,139,8,"abc-f, fosX, lin",,Product-RTE-Acidified/Fermented-Pork
SRR5800794,SAMN07312328,FSIS1702471,USA,2017,,139,8,"abc-f, fosX, lin",,Product-RTE-Acidified/Fermented-Pork
SRR5800723,SAMN07312329,FSIS1702472,USA,2017,,139,8,"abc-f, fosX, lin",,Product-RTE-Acidified/Fermented-Pork
SRR5800724,SAMN07312330,FSIS1702473,USA,2017,,139,8,"abc-f, fosX, lin",,Product-RTE-Acidified/Fermented-Pork
SRR5800795,SAMN07312331,FSIS1702474,USA,2017,,139,8,"abc-f, fosX, lin",,Product-RTE-Acidified/Fermented-Pork
SRR5800796,SAMN07312332,FSIS1702475,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR5870982,SAMN07416859,FSIS1702476,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR5800720,SAMN07312333,FSIS1702477,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR5800725,SAMN07312334,FSIS1702478,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR5800721,SAMN07312335,FSIS1702479,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR5800793,SAMN07312336,FSIS1702480,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR5808645,SAMN07327487,FSIS1702481,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR5808639,SAMN07327488,FSIS1702482,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR5808633,SAMN07327489,FSIS1702483,USA,2017,,139,8,"abc-f, fosX, lin",,Environmental: food-contact surface
SRR3138491,SAMN04452088,2015TE19005-1355,Italy,2014,,140,7,"fosX, lin",Homo sapiens,Blood
SRR3234673,SAMN04452089,IZSAM_Lm_2015TE24968,Italy,2015,,140,7,"fosX, lin",Homo sapiens,Blood
ERR2521777,SAMEA4586527,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521778,SAMEA4586528,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521779,SAMEA4586529,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521780,SAMEA4586530,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521781,SAMEA4586531,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521782,SAMEA4586532,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521783,SAMEA4586533,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521784,SAMEA4586534,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521785,SAMEA4586535,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
ERR2521787,SAMEA4586537,,Italy,2015,,140,7,"fosX, lin",Homo sapiens,
SRR3340452,SAMN02921798,FDA678861-24,USA,2012,,141,9,"abc-f, fosX, lin",,Environmental samples
SRR3340455,SAMN02923200,FDA678861-27,USA,2012,,141,9,"abc-f, fosX, lin",,Environmental samples
SRR2076039,SAMN03703928,FDA797901-34,USA,2015,,141,9,"abc-f, fosX, lin",,Environmental swab
SRR2076000,SAMN03703929,FDA797901-35,USA,2015,,141,9,"abc-f, fosX, lin",,Environmental swab
SRR2076041,SAMN03703936,FDA797901-89,USA,2015,,141,9,"abc-f, fosX, lin",,Environmental swab
SRR3930195,SAMN05291766,FDA861107-23,USA,2016,,141,9,"abc-f, fosX, lin",,Environmental swab
SRR3823936,SAMN05291772,FDA861107-40,USA,2016,,141,9,"abc-f, fosX, lin",,Environmental swab
SRR4190336,SAMN05725254,FDA919075-38,USA,2016,,141,9,"abc-f, fosX, lin",,Environmental swabs
SRR4190335,SAMN05725255,FDA919075-39,USA,2016,,141,9,"abc-f, fosX, lin",,Environmental swabs
SRR4190334,SAMN05725256,FDA919075-40,USA,2016,,141,9,"abc-f, fosX, lin",,Environmental swabs
SRR5409415,SAMN06620526,09FMFO000837,USA,2009,,142,429,"fosX, lin",,Deli Salad
SRR2124454,SAMN03285151,CFSAN028685,USA,2011,,142,429,"fosX, lin",,Egg salad
SRR2124543,SAMN03285152,CFSAN028686,USA,2011,,142,429,"fosX, lin",,Egg salad
SRR2124501,SAMN03285153,CFSAN028687,USA,2011,,142,429,"fosX, lin",,Egg sandwich
SRR2124438,SAMN03285154,CFSAN028688,USA,2011,,142,429,"fosX, lin",,Egg sandwich
SRR6207441,SAMN07809953,FDA1016296-S001-001,USA,2017,,142,429,"fosX, lin",,Private Lab ISolate from Chicken Salad
SRR6207484,SAMN07809951,FDA1016296-S001-002,USA,2017,,142,429,"fosX, lin",,Private Lab ISolate from Chicken Salad
SRR1988263,SAMN03565607,PNUSAL001363,USA,,,142,429,"fosX, lin",,
SRR3309136,SAMN04588835,PNUSAL002107,USA,,,142,429,"fosX, lin",,
SRR7059811,SAMN08976489,PNUSAL003932,USA,2018,,142,429,"fosX, lin",,Blood
SRR2080107,SAMN03656760,FDA907463-102,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR2071450,SAMN03610649,FDA907463-66,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR2064113,SAMN03654397,FDA907463-69,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR2071018,SAMN03654402,FDA907463-76,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR2070991,SAMN03654404,FDA907463-80,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR2057352,SAMN03610652,FDA907463-84,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR2057362,SAMN03610654,FDA907463-90,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR2057391,SAMN03610657,FDA907463-96,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR2071085,SAMN03654410,FDA907463-99,USA,2015,,143,399,"fosX, lin",,Environmental swabs
SRR5057172,SAMN06034636,FDA0965251-S071-001,USA,2016,,144,121,"fosX, lin",,Environmental swab
SRR5057179,SAMN06034635,FDA0965251-S091-001,USA,2016,,144,121,"fosX, lin",,Environmental swab
SRR5057178,SAMN06034634,FDA0965251-S095-001,USA,2016,,144,121,"fosX, lin",,Environmental swab
SRR6314739,SAMN08038023,FDA1014166-S008-001,USA,2017,,144,121,"fosX, lin",,Environmental swab
SRR6314327,SAMN08038042,FDA1014166-S010-001,USA,2017,,144,121,"fosX, lin",,Environmental swab
SRR6315437,SAMN08038038,FDA1014166-S025-001,USA,2017,,144,121,"fosX, lin",,Environmental swab
SRR6315389,SAMN08038032,FDA1014166-S036-001,USA,2017,,144,121,"fosX, lin",,Environmental swab
SRR6315367,SAMN08038040,FDA1014166-S037-001,USA,2017,,144,121,"fosX, lin",,Environmental swab
SRR6315440,SAMN08038041,FDA1014166-S096-001,USA,2017,,144,121,"fosX, lin",,Environmental swab
SRR1206153,SAMN02709417,CFSAN007116,USA,2008,,147,155,"fosX, lin",,Sub sandwich with turkey &amp; cheese
SRR1206151,SAMN02709418,CFSAN007117,USA,2009,,147,155,"fosX, lin",,Sponge Stick
SRR3647315,SAMN02921509,FDA447991-12,USA,2008,,147,155,"fosX, lin",,Environmental sponge sticks
SRR3647314,SAMN02921510,FDA447991-41,USA,2008,,147,155,"fosX, lin",,Environmental sponge sticks
SRR3606566,SAMN02921511,FDA447992-1 OX,USA,2008,,147,155,"fosX, lin",,Sub sandwich with turkey &amp; cheese
SRR3606565,SAMN02921512,FDA447994-12,USA,2008,,147,155,"fosX, lin",,Environmental sponge sticks
SRR3579431,SAMN02921513,FDA448002 27-6,USA,2009,,147,155,"fosX, lin",,Environmental sponge sticks
SRR3606564,SAMN02921514,FDA448002 58-1,USA,2009,,147,155,"fosX, lin",,Environmental sponge sticks
SRR3579424,SAMN02921491,FDA517209 22-7,USA,2009,,147,155,"fosX, lin",,Sponge stick
SRR1269398,SAMN02567806,OSF008002,USA,2013,,148,7,"fosX, lin",,Environmentla Swab
SRR3474623,SAMN04914025,OSF048808,USA,2015,,148,7,"fosX, lin",,Environmental sponge
SRR3474624,SAMN04914026,OSF048809,USA,2015,,148,7,"fosX, lin",,Environmental sponge
SRR3474640,SAMN04914043,OSF048825,USA,2015,,148,7,"fosX, lin",,Environmental sponge
SRR3474641,SAMN04914044,OSF048826,USA,2015,,148,7,"fosX, lin",,Environmental sponge
SRR3474643,SAMN04914046,OSF048828,USA,2015,,148,7,"fosX, lin",,Environmental sponge
SRR3509856,SAMN04962295,OSF048829,USA,2015,,148,7,"fosX, lin",,Environmental sponge
SRR3474662,SAMN04925774,OSF048833,USA,2015,,148,7,"fosX, lin",,Environmental sponge
SRR4039753,SAMN05589132,FDA947198-22-1,USA,2016,,149,5,"fosX, lin",,Environmental swabs
SRR4175245,SAMN05589128,FDA947198-33-1,USA,2016,,149,5,"fosX, lin",,Environmental swabs
SRR4175248,SAMN05589126,FDA947198-42-1,USA,2016,,149,5,"fosX, lin",,Environmental swabs
SRR4175256,SAMN05589125,FDA947198-45-2,USA,2016,,149,5,"fosX, lin",,Environmental swabs
SRR4039750,SAMN05589135,FDA947199-31-1,USA,2016,,149,5,"fosX, lin",,Environmental swabs
SRR4039751,SAMN05589134,FDA947199-33-1,USA,2016,,149,5,"fosX, lin",,Environmental swabs
SRR4011141,SAMN05462169,WAPHLLISA00047,USA,2016,,149,5,"fosX, lin",,Ice cream sample
SRR4011140,SAMN05462168,WAPHLLISA00048,USA,2016,,149,5,"fosX, lin",,Ice cream sample
SRR5761603,SAMN05462168,WAPHLLISA00048,USA,2016,,149,5,"fosX, lin",,Ice cream sample
ERR2135651,SAMEA104314816,,,,,150,399,"fosX, lin",,
ERR2135652,SAMEA104314817,,,,,150,399,"fosX, lin",,
ERR2135654,SAMEA104314819,,,,,150,399,"fosX, lin",,
ERR2135656,SAMEA104314821,,,,,150,399,"fosX, lin",,
ERR2135657,SAMEA104314822,,,,,150,399,"fosX, lin",,
ERR2135703,SAMEA104314868,,,,,150,399,"fosX, lin",,
ERR2135704,SAMEA104314869,,,,,150,399,"fosX, lin",,
ERR2135705,SAMEA104314870,,,,,150,399,"fosX, lin",,
ERR1600109,SAMEA4412855,,,,,150,399,"fosX, lin",,
ERR1600110,SAMEA4412856,,,,,150,399,"fosX, lin",,
ERR1600111,SAMEA4412857,,,,,150,399,"fosX, lin",,
ERR1600112,SAMEA4412858,,,,,150,399,"fosX, lin",,
ERR1600143,SAMEA4412889,,,,,150,399,"fosX, lin",,
SRR2075068,SAMN02923164,FDA641168 30-1,USA,2011,,151,819,"fosX, lin",,Environmental swab
SRR2075059,SAMN02923166,FDA641168 36-1,USA,2011,,151,819,"fosX, lin",,Environmental swab
SRR2074981,SAMN02923167,FDA641168 43-1,USA,2011,,151,819,"fosX, lin",,Environmental swab
SRR2057387,SAMN02923170,FDA651972 57-A,USA,2012,,151,819,"fosX, lin",,Environmental swab
SRR6425531,SAMN02921836,FDA651972 58-A,USA,2012,,151,819,"fosX, lin",,Environmental swab
SRR6425533,SAMN02921837,FDA767080-25,USA,2012,,151,819,"fosX, lin",,Environmental swab
SRR6425535,SAMN02921838,FDA767080-28,USA,2012,,151,819,"fosX, lin",,Environmental swab
SRR1207450,SAMN02567800,OSF007996,USA,2013,,151,819,"fosX, lin",,Environmental swab
SRR1207522,SAMN02567801,OSF007997,USA,2013,,151,819,"fosX, lin",,Environmental swab
SRR5000200,SAMN05179395,C2010003168,USA,2010,,152,155,"fosX, lin",,Sponge
SRR5000194,SAMN05179396,C2010003172,USA,2010,,152,155,"fosX, lin",,Peanut Butter
SRR1220761,SAMN02713588,MDH-2014-00763,USA,2009,,152,155,"fosX, lin",,Inside large chopper
SRR1220742,SAMN02713590,MDH-2014-00765,USA,2010,,152,155,"fosX, lin",,Peanut Butter
SRR1220780,SAMN02713592,MDH-2014-00767,USA,2014,,152,155,"fosX, lin",,Peanut butter
SRR1220820,SAMN02713593,MDH-2014-00768,USA,2014,,152,155,"fosX, lin",,Cheddar cheese ball
SRR1220789,SAMN02713594,MDH-2014-00769,USA,2014,,152,155,"fosX, lin",,Peanut butter
SRR1220730,SAMN02713595,MDH-2014-00770,USA,2014,,152,155,"fosX, lin",,Cheddar cheese ball
SRR1258578,SAMN02713596,MDH-2014-00771,USA,2014,,152,155,"fosX, lin",,Drain
SRR1220814,SAMN02713597,MDH-2014-00772,USA,2014,,152,155,"fosX, lin",,Under hopper
SRR1220736,SAMN02713598,MDH-2014-00773,USA,2014,,152,155,"fosX, lin",,Wrench
SRR1220708,SAMN02713599,MDH-2014-00774,USA,2014,,152,155,"fosX, lin",,Chain
SRR1220775,SAMN02713600,MDH-2014-00775,USA,2014,,152,155,"fosX, lin",,Squeegee
SRR1220709,SAMN02713602,MDH-2014-00777,USA,2014,,152,155,"fosX, lin",,Floor
SRR1021951,SAMN02383880,PNUSAL000294,USA,2013,4b,153,6,"fosX, lin",,Blood
SRR1027097,SAMN02400168,PNUSAL000359,USA,2013,4b,153,6,"fosX, lin",,Blood
SRR1043167,SAMN02429388,PNUSAL000435,USA,2013,4b,153,6,"fosX, lin",,CSF
SRR1112186,SAMN02582708,PNUSAL000515,USA,2013,4b,153,6,"fosX, lin",,Blood
SRR1463365,SAMN02850739,CFSAN018426,USA,2013,,153,6,"fosX, lin",,Fully cooked pork cracklings with attached skin
SRR6057438,SAMN07682760,PNUSAL003326,USA,,,153,6,"fosX, lin",,
SRR6156922,SAMN07749771,PNUSAL003454,USA,,,153,6,"fosX, lin",,
SRR7352544,SAMN09435694,PNUSAL003675,USA,,,153,6,"fosX, lin",,
SRR7093791,SAMN09011899,PNUSAL003940,USA,2018,,153,6,"fosX, lin",,Blood
SRR7264111,SAMN09370208,PNUSAL003980,USA,,,153,6,"fosX, lin",,
ERR2523761,SAMEA4588315,20151491,Denmark,2015,,154,224,"fosX, lin",Homo sapiens,
ERR2523763,SAMEA4588317,20151496,Denmark,2015,,154,224,"fosX, lin",Homo sapiens,
ERR1599820,SAMEA4398596,SSI_AA141,Denmark,2013,,154,224,"fosX, lin",Homo sapiens,
ERR1599821,SAMEA4398597,SSI_AA142,Denmark,2013,,154,224,"fosX, lin",Homo sapiens,
ERR1599822,SAMEA4398598,SSI_AA143,Denmark,2013,,154,224,"fosX, lin",Homo sapiens,
ERR1599824,SAMEA4398600,SSI_AA145,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599825,SAMEA4398601,SSI_AA146,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599826,SAMEA4398602,SSI_AA147,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599827,SAMEA4398603,SSI_AA148,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599828,SAMEA4398604,SSI_AA149,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599829,SAMEA4398605,SSI_AA150,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
ERR1599830,SAMEA4398606,SSI_AA151,Denmark,2014,,154,224,"fosX, lin",Homo sapiens,
