DNASource,BioSample,Identifer,Country,Year,Serovar,cgMLST,ST,ResistGene,Host,SampleSource
SRR3649725,SAMN05171476,TX-ACF1301420,USA,2013,,4221,9,"abc-f, fosX, lin",,Environmental swab
SRR5188396,SAMN06241962,PNUSAL002759,USA,2016,,4222,451,"abc-f, fosX, lin",,Blood
SRR5361206,SAMN06607485,PNUSAL002905,,,,4223,382,"fosX, lin",,
SRR2648508,SAMN04166345,FSIS1504684,USA,2015,,4224,9,"abc-f, fosX, lin",,Environmental: non-food-contact surface
SRR6342076,SAMN08038034,FDA1001171-S047-001,USA,2017,,4225,204,"abc-f, fosX, lin",,Environmental swab
SRR5318429,SAMN06459909,OSF060729,USA,2014,,4226,204,"abc-f, fosX, lin",,Environmental swab
ERR1738672,SAMEA4475770,03EB411LM,France,2003,IIb,4227,3,"fosX, lin",,Food
SRR2636966,SAMN03736718,FLAG-04688,USA,2014,,4228,5,"fosX, lin",,Environmental sponge
SRR3474610,SAMN04914061,OSF048867,USA,2015,,4229,5,"fosX, lin",,Environmental sponge
SRR4039107,SAMN05371161,TX-ACB1301133,USA,2013,,4230,5,"fosX, lin",Homo sapiens,Blood
SRR2047267,SAMN03755211,2013L-5174,USA,,,4230,5,"fosX, lin",,
SRR7181604,SAMN09207867,FDA1040831-S001-007,USA,2018,,4231,288,"fosX, lin",,Raw pet food
SRR988693,SAMN02351527,FSAmonL00001,,,,4232,8,"abc-f, fosX, lin",,
SRR5646635,SAMN06958616,08B08737B-6,USA,2008,,4233,321,"fosX, lin",,Sponge
SRR6959163,SAMN08134289,CFSAN072491,,,,4234,5,"fosX, lin",,
SRR5159142,SAMN06115635,CFSAN038879,United Kingdom,,,4235,9,"abc-f, fosX, lin",,Retail meat
ERR2520760,SAMEA4585694,,Belgium,2014,,4236,399,"fosX, lin",Homo sapiens,
SRR3659469,SAMN02922377,FDA643751 30-1,USA,2011,,4237,5,"fosX, lin",,Environmental samples
ERR2135719,SAMEA104314884,,,,,4238,1,"fosX, lin",,
ERR1590282,SAMEA4387789,,,,,4238,1,"fosX, lin",,
ERR2522246,SAMEA4586996,,Norway,2010,,4239,20,"abc-f, fosX, lin",Homo sapiens,
ERR1102470,SAMEA3639669,DMG1500350,Australia,2013,,4240,3,"fosX, lin",natural / free-living,Food
ERR2522272,SAMEA4587022,,Norway,2011,,4241,91,"abc-f, fosX, lin",Homo sapiens,
SRR6251793,SAMN07974644,PNUSAL003516,USA,,,4242,1957,"fosX, lin",,
SRR3114214,SAMN04331179,LiDS0128,Canada,2009,,4243,199,"abc-f, fosX, lin, tet(M)",,"Environmental, Swab or Sampling; swab - inanimate object surface; building - food processing factory"
SRR1988276,SAMN03565618,PNUSAL001374,USA,,,4244,288,"fosX, lin",,
ERR1940771,SAMEA4524956,,,,,4245,8,"abc-f, fosX, lin",,
SRR5318357,SAMN06457945,OSF060772,USA,2014,,4246,199,"abc-f, fosX, lin, tet(M)",,Environmental
ERR1940727,SAMEA4524925,,,,,4247,,"abc-f, fosX, lin",,
ERR2519540,SAMEA4584611,,Austria,2015,,4248,7,"fosX, lin",Homo sapiens,
ERR2486989,SAMEA1045829,07CEB430LM,France,2007,,4249,26,"abc-f, fosX, lin",,Dairy products
SRR2174023,SAMN03975962,FDA881541-4-1,USA,2015,,4250,392,"fosX, lin",,Fresh kale
SRR2174143,SAMN03975963,FDA881541-5-1,USA,2015,,4250,392,"fosX, lin",,Fresh kale
SRR2910882,SAMN04102351,FDA891229-33,USA,2015,,4251,199,"abc-f, fosX, lin, tet(M)",,Environmental
SRR2910883,SAMN04102352,FDA891229-41,USA,2015,,4251,199,"abc-f, fosX, lin, tet(M)",,Environmental
SRR945152,SAMN02265451,PNUSAL000020,,2013,4b,4252,4,"fosX, lin",,Blood
ERR2261601,SAMEA104485329,16-02941,Germany,2016,4b,4253,6,"fosX, lin",Homo sapiens,Human listeriosis
SRR1411141,SAMN02850650,CFSAN018259,USA,2014,,4254,321,"fosX, lin",,Beef blend dog food
SRR7139987,SAMN09099333,PNUSAL003953,USA,2018,,4255,213,"fosX, lin",,Blood
SRR3067387,SAMN04377792,PNUSAL001947,USA,2015,1/2a,4256,912,"abc-f, fosX, lin",,Blood
SRR6114310,SAMN07716508,FDA1013920-S054-001,USA,2017,,4257,321,"fosX, lin",,Environmental swab
SRR6330522,SAMN08110850,FSIS21720682,USA,2017,,4258,199,"abc-f, fosX, lin, tet(M)",,RTE Product
SRR1041623,SAMN02347435,PNUSAL000096,USA,,,4259,29,"abc-f, fosX, lin",,
SRR3114221,SAMN04331182,LiDS0135,Canada,2011,,4260,155,"fosX, lin",,"Environmental, Swab or Sampling; swab - inanimate object surface; agricultural - Dairy"
SRR1283122,SAMN02768792,PNUSAL000688,USA,2014,1/2a,4261,7,"fosX, lin",,Blood
SRR6121848,SAMN07716669,PNUSAL003407,USA,2017,1/2a,4262,374,"abc-f, fosX, lin",,
SRR1005721,SAMN02351409,PNUSAL000155,USA,2013,4b,4263,6,"fosX, lin",,Blood
SRR1032219,SAMN02389791,PNUSAL000368,USA,2013,,4264,392,"fosX, lin",Homo sapiens,Blood
SRR6315387,SAMN08038037,FDA1003438-S010-001,USA,2017,,4265,369,"abc-f, fosX, lin",,Environmental swab
SRR3175185,SAMN04146067,FLAG-82635,USA,2008,1,4266,18,"fosX, lin",,Smoked salmon
SRR7180036,SAMN09222264,505480,United Kingdom,2018,4,4267,219,"fosX, lin",Homo sapiens,Human
SRR5764932,SAMN05410700,Lm213,Switzerland,1999,,4268,3,"fosX, lin",,Meat
ERR1947126,SAMEA4560903,,,,,4269,31,"abc-f, fosX, lin",,
ERR2522143,SAMEA4586893,,Netherlands,2014,,4270,121,"fosX, lin",Homo sapiens,
SRR6178957,SAMN07767538,FLAG-9480,USA,2000,,4271,14,"abc-f, fosX, lin",,Chicken salad
SRR6179000,SAMN07767539,FLAG-9481,USA,2000,,4271,14,"abc-f, fosX, lin",,Pimiento cheese
SRR1027077,SAMN02400150,PNUSAL000339,USA,2013,1/2b,4272,87,"fosX, lin",,CSF
ERR2520565,SAMEA4585499,,Belgium,2011,,4273,77,"fosX, lin",Homo sapiens,
ERR2309459,SAMEA104600618,LM201000562,France,2010,,4274,224,"fosX, lin",Homo sapiens,Clinical sample
SRR7164135,SAMN09207803,505997,United Kingdom,2018,1/2a,4275,11,"fosX, lin",Homo sapiens,Human
SRR4052015,SAMN05615090,19065,United Kingdom,2013,1/2b,4276,224,"fosX, lin",Homo sapiens,Human
SRR6050879,SAMN07665767,FSIS11704277,USA,2017,,4277,321,"fosX, lin",,Environmental: non-food-contact surface
SRR3571284,SAMN04575431,ARS-CC9326,USA,2007,,4278,361,"abc-f, fosX, lin",,Milk filter
SRR1556998,SAMN02905099,VA-WGS-00298,USA,2012,,4279,489,"fosX, lin",,Floor
SRR5297193,SAMN06459240,FSIS1710422,USA,2017,,4280,9,"abc-f, fosX, lin",,Environmental: non-food-contact surface
SRR5644432,SAMN07193084,PNUSAL003053,USA,2017,,4281,1,"fosX, lin",,Blood
SRR5452634,SAMN06629365,FDA973983-S079-001,USA,2017,,4282,5,"fosX, lin",,Environmental swabs
SRR5000264,SAMN05191815,15B05303-6,USA,2015,,4283,321,"fosX, lin",,Smoked Sausage
ERR2519468,SAMEA4584540,,Austria,2013,,4284,1,"fosX, lin",Homo sapiens,
ERR1230383,SAMEA3857823,,,,,4284,1,"fosX, lin",,
SRR6805500,SAMN02921960,FDA554948-9,USA,2009,,4285,321,"fosX, lin",,Swab
SRR2071983,SAMN02923708,FDA752369 72-4,USA,2014,,4286,9,"abc-f, fosX, lin",,Environmental swab
SRR3579404,SAMN02923708,FDA752369 72-4,USA,2014,,4286,9,"abc-f, fosX, lin",,Environmental swab
ERR1102367,SAMEA3639566,DMG1500247,Australia,2013,,4287,323,"fosX, lin",natural / free-living,Human
ERR2135619,SAMEA104314784,,,,,4288,21,"fosX, lin",,
SRR5113883,SAMN06145405,PNUSAL002702,USA,2016,,4289,91,"abc-f, fosX, lin",,Blood
ERR2261317,SAMEA104485045,08-04774,Germany,2008,2b,4290,5,"fosX, lin",Homo sapiens,Human listeriosis
SRR5133477,SAMN06175163,13B07016-1,USA,2013,,4291,321,"fosX, lin",,Brined herring
SRR4252552,SAMN05763300,PNUSAL002478,USA,,,4292,8,"abc-f, fosX, lin",,
ERR2261343,SAMEA104485071,12-05002,Germany,2012,2b,4293,5,"fosX, lin",Homo sapiens,Human listeriosis
ERR1102409,SAMEA3639608,DMG1500289,Australia,2013,,4294,155,"fosX, lin",natural / free-living,Food
ERR1599768,SAMEA4398544,SSI_AA240,Denmark,2013,,4295,8,"abc-f, fosX, lin",Homo sapiens,
ERR1816994,SAMEA72809668,15G10,New Zealand,2008,,4296,399,"fosX, lin",,Factory - Packaging
SRR3489990,SAMN04902985,OSF049072,USA,2015,,4297,155,"fosX, lin",,Environmental sponge
SRR1805515,SAMN03277676,NRRL B-33571,USA,2002,1/2b,4298,1206,"fosX, lin",Homo sapiens,
ERR2261586,SAMEA104485314,16-02651,Germany,2016,2a,4299,8,"abc-f, fosX, lin",Homo sapiens,Human listeriosis
SRR7164134,SAMN09207802,301700,United Kingdom,2016,1/2a,4300,37,"abc-f, fosX, lin",Homo sapiens,Human
SRR1186344,SAMN02569972,CFSAN007955,USA,2013,,4301,392,"fosX, lin",,"Italian parsley, loose, flat leaf"
SRR1506612,SAMN02902347,PNUSAL000790,USA,2014,1/2a,4302,647,"abc-f, fosX, lin",,Blood
SRR6929852,SAMN08813528,FDA1045470-C002-001,Russia,2018,,4303,101,"abc-f, fosX, lin",,Herring Fish
ERR2522071,SAMEA4586821,,Netherlands,2012,,4304,489,"fosX, lin",Homo sapiens,
SRR4052000,SAMN05615070,19068,United Kingdom,2013,1/2b,4305,5,"fosX, lin",Homo sapiens,Human
SRR3578135,SAMN05170506,MQ140034,Ireland,,,4306,1349,"fosX, lin",Homo sapiens,Human
ERR2135671,SAMEA104314836,,,,,4307,663,"fosX, lin",,
ERR1590242,SAMEA4387749,,,,,4307,663,"fosX, lin",,
SRR5764910,SAMN05410720,Lm227,Switzerland,2011,,4308,224,"fosX, lin",,Carcasses
SRR2352235,SAMN04046630,ASM_51,USA,2015,,4309,5,"fosX, lin",,Environmental swab
SRR1203002,SAMN02693745,CFSAN011021,USA,2014,,4310,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR2133206,SAMN03702762,TX-ACF1400449,USA,2014,,4310,9,"abc-f, fosX, lin",,Pork and beef sausage
SRR5680750,SAMN07218988,FDA976213-S069-001,USA,2017,,4311,321,"fosX, lin",,Environmental swab
ERR1304216,SAMEA3861807,,,,,4312,9,"abc-f, fosX, lin",,
SRR5085093,SAMN04417888,CFSAN044847,Italy,2006,,4313,121,"fosX, lin",,Swine salami paste
SRR2646872,SAMN04166279,PNUSAL001798,USA,2015,1/2a,4314,451,"abc-f, fosX, lin",,Blood
SRR2053251,SAMN03763914,PNUSAL001479,USA,2015,1/2a,4315,1803,"abc-f, fosX, lin",,Blood
SRR5645630,SAMN07173340,08B08300O-1,USA,2008,,4316,7,"fosX, lin",,Sponge
SRR3489320,SAMN04964210,FSIS1606523,USA,2016,,4317,120,"abc-f, fosX, lin",,RTE Product
ERR2520567,SAMEA4585501,,Belgium,2011,,4318,,"abc-f, fosX, lin",Homo sapiens,
ERR1102286,SAMEA3639485,DMG1500166,Australia,2012,,4319,3,"fosX, lin",natural / free-living,Human
SRR3606554,SAMN05044538,FDA877744-83-6,USA,2016,,4320,5,"fosX, lin",,Environmental swabs
SRR3489790,SAMN04575398,ARS-CC9294,USA,2006,,4321,207,"abc-f, fosX, lin",,Insect
SRR7184345,SAMN09225431,285883,United Kingdom,2016,1/2a,4322,451,"abc-f, fosX, lin",Homo sapiens,Human
ERR1432961,SAMEA4019593,,Australia,2010,,4323,121,"fosX, lin",,
SRR5057473,SAMN06064338,PNUSAL002664,USA,2016,,4324,224,"fosX, lin",,Ascitic Fluid
ERR2521615,SAMEA4586386,,Finland,2015,,4325,155,"fosX, lin",Homo sapiens,
SRR5764966,SAMN05410803,A152,Canada,1992,,4326,6,"fosX, lin",,Food
SRR7292852,SAMN09281065,FDA973493-59-1,USA,2018,,4327,321,"fosX, lin",,
SRR7538389,SAMN09690662,FSIS11812054,USA,2018,,4328,9,"abc-f, fosX, lin",,"Product-RTE-Fully Cooked, Sausage Products"
SRR3330408,SAMN02923082,FDA629328 36-6,USA,2011,,4329,1110,"fosX, lin",,Swab
ERR1738759,SAMEA4475881,10CEB341LM,France,2010,IIb,4330,5,"fosX, lin",,Food
SRR1811684,SAMN03340226,FDA895636-24,USA,2015,,4331,1082,"abc-f, fosX, lin",,Environmental swab
SRR2724066,SAMN04148336,CDPHFDLB-F15M03122-1,USA,2015,,4332,382,"fosX, lin",,Enviornmental Swab
SRR2724067,SAMN04148337,CDPHFDLB-F15M03122-2,USA,2015,,4332,382,"fosX, lin",,Enviornmental Swab
ERR1102610,SAMEA3639809,DMG1500490,Australia,2014,,4333,3,"fosX, lin",natural / free-living,Food
SRR5950197,SAMN07523015,PNUSAL003278,USA,2017,,4334,5,"fosX, lin",,Blood
SRR6956991,SAMN08134203,CFSAN072462,USA,,,4335,9,"abc-f, fosX, lin",,Food
SRR5057181,SAMN06034629,FDA0964468-S065-001,USA,2016,,4336,1812,"fosX, lin",,Environmental swab
SRR1805452,SAMN03277804,NRRL B-33997,USA,,,4337,736,"fosX, lin",,Beef &amp; potato burrito
SRR2097921,SAMN03857001,PNUSAL001537,USA,,,4338,288,"fosX, lin",,
SRR3067400,SAMN04377797,PNUSAL001951,USA,2015,1/2a,4339,14,"abc-f, fosX, lin",,Blood
SRR3112347,SAMN04433042,PNUSAL002016,USA,2016,4b,4339,14,"abc-f, fosX, lin",,"Blood, NOS"
SRR5808632,SAMN07327493,FSIS1702578,USA,2017,,4340,155,"fosX, lin",,Environmental: non-food-contact surface
SRR1805433,SAMN03277666,NRRL B-33276,USA,2001,,4341,7,"fosX, lin",,Chicken
SRR1816070,SAMN03357997,BCW_4269,,,,4341,7,"fosX, lin",,
SRR5861480,SAMN07279159,FDA950953-S011-001,USA,2017,,4342,77,"fosX, lin",,Spongesicles
SRR6807413,SAMN08636606,160016,United Kingdom,2010,1/2c,4343,9,"abc-f, fosX, lin",Homo sapiens,Human
SRR7172443,SAMN09214504,357975,United Kingdom,2017,4,4344,220,"fosX, lin",Homo sapiens,Human
SRR3081931,SAMN04301829,OSF042814,USA,2015,,4345,155,"fosX, lin",,Environmental
SRR2133396,SAMN03892153,TX-ACF1501660,USA,2015,,4346,4,"fosX, lin",,Environmental swab
SRR1619187,SAMN03067818,PNUSAL001012,USA,2014,1/2a,4347,1761,"abc-f, fosX, lin",,Blood
ERR2521647,SAMEA4586410,,Finland,2015,,4348,18,"fosX, lin",Homo sapiens,
SRR7164113,SAMN09207847,429189,United Kingdom,2017,1/2a,4349,204,"abc-f, fosX, lin",Homo sapiens,Human
SRR3294940,SAMN04487260,FLAG-72797,USA,2007,,4350,5,"fosX, lin",,Roast beef and swiss sandwich
ERR1433038,SAMEA4019670,,Denmark,2013,,4351,7,"fosX, lin",,
SRR3171854,SAMN04495879,PNUSAL000792,USA,2016,,4352,7,"fosX, lin",,Sputum
SRR5488522,SAMN06841348,FDA0926417-008-739,USA,2017,,4353,7,"fosX, lin",,Environmental Sponge
ERR1940763,SAMEA4524949,,,,,4354,16,"abc-f, fosX, lin",,
ERR1947074,SAMEA4560855,,,,,4355,204,"abc-f, fosX, lin",,
SRR1505014,SAMN02900431,CFSAN011083,USA,2011,,4356,1641,"fosX, lin",,Environmental swab
SRR2914441,SAMN04263461,G3131,USA,,,4357,88,"fosX, lin",,
ERR1738739,SAMEA4475849,09CEB19LM,France,2009,IIa,4358,8,"abc-f, fosX, lin",,Food
SRR3399716,SAMN04858658,OSF046251,USA,2015,,4359,5,"fosX, lin",,Environmental
SRR6236051,SAMN07840829,PNUSAL003508,USA,,,4360,5,"fosX, lin",,
SRR2910646,SAMN03462196,CDPHFDLB-F12M00835,USA,2012,,4361,155,"fosX, lin",,enviornmental swabs
SRR1619231,SAMN03115037,PNUSAL001091,USA,2014,4b,4362,1773,"fosX, lin",,Blood
SRR1619232,SAMN03115038,PNUSAL001092,USA,2014,4b,4362,1773,"fosX, lin",,Blood
SRR4052136,SAMN05615181,21959,United Kingdom,2013,1/2a,4363,839,"abc-f, fosX, lin",Homo sapiens,Human
SRR2541769,SAMN04123856,PNUSAL001772,USA,,1/2a,4364,1832,"fosX, lin",,Blood
SRR3114217,SAMN04331198,LiDS0152,Canada,2010,,4365,199,"abc-f, fosX, lin, tet(M)",,"Environmental, Swab or Sampling; swab - meat; building - abattoir or meat processing"
ERR2520765,SAMEA4585699,,Belgium,2014,,4366,8,"abc-f, fosX, lin",Homo sapiens,
ERR1102560,SAMEA3639759,DMG1500440,Australia,2014,,4367,3,"fosX, lin",natural / free-living,Food
SRR1562149,SAMN03013702,PNUSAL000949,USA,,,4368,5,"fosX, lin",,
SRR1562150,SAMN03013701,PNUSAL000950,USA,,,4368,5,"fosX, lin",,
SRR2533191,SAMN04116060,PNUSAL001721,USA,2015,4b,4369,558,"fosX, lin",,Blood
SRR1805405,SAMN03277801,NRRL B-33977,USA,,,4370,1079,"fosX, lin",,Natural casing frankfurters
SRR1816107,SAMN03358034,BCW_4306,,,,4370,1079,"fosX, lin",,
SRR3297433,SAMN03782070,FSIS1501383,USA,2015,,4371,391,"abc-f, fosX, lin",,Environmental: non-food-contact surface
SRR5452623,SAMN06760109,PNUSAL002977,USA,,,4372,224,"fosX, lin",,
SRR1571545,SAMN03019586,FDA877593-18,USA,2014,,4373,392,"fosX, lin",,Environmental sample
SRR5875059,SAMN02921823,FDA610470 17-1,USA,2011,,4374,59,"fosX, lin",,Swab
SRR5875188,SAMN02923146,FDA610470 27-2,USA,2011,,4374,59,"blaTEM, fosX, lin",,Swab
SRR5875061,SAMN02921826,FDA610470 5-5,USA,2011,,4374,59,"fosX, lin",,Swab
SRR2147297,SAMN03702777,TX-ACF1401464,USA,2014,,4375,199,"abc-f, fosX, lin, tet(M)",,Environmental swab
SRR7167741,SAMN09211339,425609,United Kingdom,2017,1/2a,4376,325,"abc-f, fosX, lin",Homo sapiens,Human
SRR6214504,SAMN07831760,J3933/TB0432,USA,2006,,4377,,"fosX, lin",Homo sapiens,Human blood (Homo sapiens)
SRR5366120,SAMN06554864,PNUSAL002901,USA,2017,1/2a,4378,551,"abc-f, fosX, lin",Homo sapiens,Blood
ERR1304261,SAMEA3861780,,,,,4379,8,"abc-f, fosX, lin",,
SRR2924559,SAMN03285271,CFSAN028805,USA,2011,,4380,1041,"fosX, lin",,RTE deli meats - ham
SRR2584981,SAMN03736697,FLAG-04297,USA,2014,,4381,6,"fosX, lin",,Chicken salad with fruit and nuts
ERR1304226,SAMEA3861817,,,,,4382,504,"abc-f, fosX, lin",,
SRR6805083,SAMN08634851,20718,United Kingdom,2013,1/2a,4383,155,"fosX, lin",Homo sapiens,Human
ERR2520832,SAMEA4585766,,Belgium,2014,,4384,3,"fosX, lin",Homo sapiens,
SRR5712010,SAMN07205000,FDA988129-096-001,USA,2017,,4385,9,"abc-f, fosX, lin",,Environmental swab
SRR3400314,SAMN04625737,OSF048638,USA,2015,,4386,155,"fosX, lin",,Environmental
SRR3113980,SAMN04331152,LiDS0098,Canada,2009,,4387,122,"abc-f, fosX, lin",,Solid - Food; Food; Fruit and Vegetable-based Products; Raw and raw processed - Mushrooms; Fresh
ERR1947102,SAMEA4560883,,,,,4388,750,"abc-f, fosX, lin",,
SRR7068855,SAMN08987948,PNUSAL003934,USA,2018,,4389,1113,"abc-f, fosX, lin",,Deli slicer #3 blaDe
ERR2520585,SAMEA4585519,,Belgium,2011,,4390,6,"fosX, lin",Homo sapiens,
ERR2521983,SAMEA4586733,,Netherlands,2011,,4390,6,"fosX, lin",Homo sapiens,
ERR2521992,SAMEA4586742,,Netherlands,2011,,4390,6,"fosX, lin",Homo sapiens,
SRR4416140,SAMN05894124,PNUSAL002557,USA,2016,4b,4391,219,"fosX, lin",,Blood
SRR6189826,SAMN07811821,PNUSAL003489,USA,,,4392,20,"fosX, lin",,
SRR5263241,SAMN06335351,SFBRL101_S14,USA,2013,,4393,390,"abc-f, fosX, lin",,"Pasture 2 Mill Creek on Hargrove Lake Rd, btw Myers Farm and Dudley Farm Rds"
SRR5221857,SAMN06285997,FSIS1710060,USA,2017,,4394,321,"fosX, lin",,Environmental: non-food-contact surface
ERR1738689,SAMEA4475789,06CEB122LM,France,2006,IVb,4395,10,"fosX, lin",,Food
SRR5571293,SAMN02923100,FDA676305 1-4,Mexico,2011,,4396,288,"fosX, lin",,Frozen. avocado guacasalsa
ERR1276192,SAMEA3876101,CLIP 2015/00064,,,,4397,6,"fosX, lin",,
SRR5645954,SAMN03097629,FDA872500 15-1,Mexico,2014,,4398,365,"abc-f, fosX, lin",,Avocado
SRR4022312,SAMN05511456,FDA959945-34-1,USA,2016,,4399,321,"fosX, lin",,Environmental swab
SRR7180017,SAMN09222259,308853,United Kingdom,2016,1/2a,4400,8,"abc-f, fosX, lin",Homo sapiens,Human
SRR5274832,SAMN06293618,FDA0966502-S064-0AP,USA,2017,,4401,5,"fosX, lin",,Environmental swabs
SRR7608160,SAMN09724254,FSIS11812312,USA,2018,,4402,5,"fosX, lin",,RTE Product
SRR1562123,SAMN03013676,PNUSAL000921,USA,2014,4b,4403,6,"fosX, lin",,Eye
ERR1940783,SAMEA47254168,4b,,,,4404,1291,"fosX, lin",,
SRR6026369,SAMN07617995,PNUSAL003258,USA,2017,,4405,5,"fosX, lin",,CSF
SRR1805353,SAMN03277700,NRRL B-33433,USA,2003,,4406,121,"fosX, lin",,Salami
SRR1816089,SAMN03358016,BCW_4288,,,,4406,121,"fosX, lin",,
SRR974853,SAMN02351377,PNUSAL000122,USA,,,4407,219,"fosX, lin",,
SRR5019798,SAMN05992366,FDA0948605-056-006,USA,2016,,4408,7,"fosX, lin",,Environmental swab
SRR1186367,SAMN02569970,CFSAN007953,USA,2013,,4409,9,"abc-f, fosX, lin",,"Basil, packaged"
SRR6145035,SAMN07740877,PNUSAL003448,USA,,,4410,217,"fosX, lin",,
SRR1814385,SAMN03357084,BCW_2409,,,,4411,155,"fosX, lin",,
ERR1304232,SAMEA3861823,,,,,4412,9,"abc-f, fosX, lin",,
ERR2522209,SAMEA4586959,,Netherlands,2015,,4413,77,"fosX, lin",Homo sapiens,
SRR4032995,SAMN05578431,PNUSAL002352,USA,2016,,4414,736,"fosX, lin",,CSF
SRR4421257,SAMN05907807,PNUSAL002580,USA,,,4415,1899,"abc-f, fosX, lin",,
ERR1102561,SAMEA3639760,DMG1500441,Australia,2014,,4416,3,"fosX, lin",natural / free-living,Food
SRR1818018,SAMN02419871,CFSAN003434,USA,2001,1/2a,4417,31,"abc-f, fosX, lin",,Smoked seafood
SRR3509939,SAMN04575425,ARS-CC9320,USA,2007,,4418,425,"abc-f, fosX, lin, tet(M)",,Milk
SRR6012885,SAMN07597773,PNUSAL003301,USA,2017,,4419,378,"abc-f, fosX, lin",,Blood
SRR1996277,SAMN03567988,PNUSAL001411,USA,2015,4b,4420,382,"fosX, lin",,Blood
SRR7172427,SAMN09214420,293120,United Kingdom,2016,4,4421,389,"fosX, lin",Homo sapiens,Human
SRR7167771,SAMN09211294,392911,United Kingdom,2017,1/2a,4422,37,"abc-f, fosX, lin",Homo sapiens,Human
SRR5764931,SAMN05410701,Lm214,Switzerland,1999,,4423,4,"fosX, lin",,Meat
SRR1206225,SAMN02709445,CFSAN008305,USA,2014,,4424,3,"fosX, lin",,Environmental swab
SRR4015359,SAMN05525796,PNUSAL002384,USA,,,4425,1879,"abc-f, fosX, lin",,
SRR6251803,SAMN07974639,PNUSAL003495,USA,,,4426,4,"fosX, lin",,
SRR5253289,SAMN06330329,PNUSAL002845,USA,2016,,4427,451,"abc-f, fosX, lin",,Blood
SRR2003539,SAMN03487729,TX-AML1500306,USA,2015,,4428,7,"fosX, lin",,Food
SRR4052125,SAMN05615191,H142920296,United Kingdom,2014,1/2b,4429,3,"fosX, lin",Homo sapiens,Human
SRR6451459,SAMN08276849,FDA1021244-S029-001,USA,2017,,4430,296,"fosX, lin",,Environmental swab
ERR2135686,SAMEA104314851,,,,,4431,37,"abc-f, fosX, lin",,
ERR1600125,SAMEA4412871,,,,,4431,37,"abc-f, fosX, lin",,
ERR1100938,SAMEA3540836,LM05-00172,,,,4432,1,"fosX, lin",,
SRR3990992,SAMN05462814,FDA957977,Egypt,2016,,4433,451,"abc-f, fosX, lin",,Individually quick frozen green bean
SRR6311479,SAMN02922341,FDA724623 C1-1,Netherlands,2011,,4434,121,"fosX, lin",,Frozen smoked eel
SRR5221861,SAMN06285995,FSIS1709918,USA,2016,,4435,35,"abc-f, fosX, lin",,RTE Product
SRR2048409,SAMN03757633,PNUSAL001473,USA,,1/2b,4436,5,"fosX, lin",,Stool
SRR6419873,SAMN08227001,PNUSAL003643,USA,,,4437,4,"fosX, lin",,
SRR2482395,SAMN03998876,FDA915875-52-B,USA,2015,,4438,1668,"fosX, lin",,Environmental swabs
SRR1818042,SAMN03354319,CFSAN003459,United Kingdom,,1/2a,4439,120,"abc-f, fosX, lin",Homo sapiens,
SRR1805366,SAMN03277770,NRRL B-33799,,,4b,4440,219,"fosX, lin",Homo sapiens,
SRR7204352,SAMN09238741,539987,United Kingdom,2018,1/2a,4441,37,"abc-f, fosX, lin",Homo sapiens,Human
SRR7204425,SAMN09238770,539988,United Kingdom,2018,1/2a,4441,37,"abc-f, fosX, lin",Homo sapiens,Human
SRR5928026,SAMN07340522,AK1704500164,USA,2017,,4442,551,"abc-f, fosX, lin",,Swab
ERR2135546,SAMEA104314711,,,,,4443,414,"fosX, lin",,
SRR3951416,SAMN05438746,PNUSAL002329,USA,2016,,4444,87,"fosX, lin",,Blood
SRR6214442,SAMN07831629,J3877/TB0431,USA,2006,,4445,11,"fosX, lin",Homo sapiens,Human blood (Homo sapiens)
SRR1027099,SAMN02400170,PNUSAL000361,USA,2013,1/2a,4446,828,"abc-f, fosX, lin",,Blood
SRR2124285,SAMN03285211,CFSAN028745,USA,2012,,4447,392,"fosX, lin",,"Raw, cut vegetables"
SRR2124328,SAMN03285212,CFSAN028746,USA,2012,,4447,392,"fosX, lin",,"Raw, cut vegetables"
SRR1166844,SAMN02615869,PNUSAL000558,USA,,,4448,21,"fosX, lin",,
ERR2520829,SAMEA4585763,,Belgium,2014,,4449,18,"fosX, lin",Homo sapiens,
SRR7184388,SAMN09225602,343754,United Kingdom,2017,4,4450,217,"fosX, lin",Homo sapiens,Human
SRR5764996,SAMN05410793,A32,Canada,1990,,4451,1024,"abc-f, fosX, lin",,Food
ERR2520724,SAMEA4585658,,Belgium,2013,,4452,8,"abc-f, fosX, lin",Homo sapiens,
SRR6635788,SAMN08408009,PNUSAL003781,USA,,,4453,392,"fosX, lin",,
SRR5760493,SAMN07279563,PNUSAL003110,USA,2017,,4454,206,"abc-f, fosX, lin",,Blood
ERR2520692,SAMEA4585626,,Belgium,2013,,4455,8,"abc-f, fosX, lin",Homo sapiens,
SRR7866597,SAMN10079825,259388,United Kingdom,2016,4,4456,6,"fosX, lin",,Food
SRR4052121,SAMN05615195,H145020755,United Kingdom,2014,1/2b,4457,489,"fosX, lin",Homo sapiens,Human
SRR4052332,SAMN05615411,H145020756,United Kingdom,2014,1/2b,4457,489,"fosX, lin",Homo sapiens,Human
SRR5100904,SAMN06068110,TX-ACF1602118,USA,2016,,4458,9,"abc-f, fosX, lin",,Environmental swab
ERR1230370,SAMEA3857810,,,,,4459,5,"fosX, lin",,
